2.844276785722468048e+01,3.149215045370510779e+00,2.175409235798724694e+02
7.320682817255146801e+00,3.396281045133946463e+00,3.417847891242126934e+01
8.341106528925593011e+00,3.607986570044886321e+00,4.013625972795125563e+01
1.090916018761345185e+01,4.117512556738802232e+00,4.584545040325610898e+01
1.389803382892569061e+01,5.020271284593036398e+00,5.380490784914582036e+01
1.767596402122580912e+01,6.573235762538388371e+00,6.233683891216060147e+01
2.296448710885306355e+01,8.708428567784721963e+00,7.186282583660795353e+01
2.892805971302732360e+01,1.177457701858656947e+01,8.257308340478630271e+01
3.589605243716505356e+01,1.542828835807449650e+01,9.345297973448759876e+01
4.279972563666524366e+01,2.010089924414933193e+01,1.061527206313039642e+02
5.059198289032792673e+01,2.536701720609562472e+01,1.177919524993776577e+02
5.774607530019420665e+01,3.111675046883465257e+01,1.306456332352536265e+02
6.516796215267095249e+01,3.805868002967326902e+01,1.432263375216862187e+02
7.230010669157491066e+01,4.534583137631125282e+01,1.557305289012147114e+02
7.895214137627044693e+01,5.344505411786667537e+01,1.683516231431276537e+02
8.516902909819327760e+01,6.179103795374976471e+01,1.812234414838312659e+02
9.098521561136294622e+01,7.009891782676277217e+01,1.939478737634199206e+02
9.635131836129585281e+01,7.836412130347162019e+01,2.059262306947057368e+02
1.016409083758480847e+02,8.657765581172134262e+01,2.173891174532618606e+02
1.058533759806159651e+02,9.433760095635079779e+01,2.289657064882048871e+02
1.103180916936835274e+02,1.020438956729922211e+02,2.398670933715475257e+02
1.147745770412439015e+02,1.102621551086922409e+02,2.504194481938175159e+02
1.188809632191841956e+02,1.185128791184106376e+02,2.608050600245915120e+02
1.232306050309416605e+02,1.267988111456215847e+02,2.708686174218746601e+02
1.273587866786401719e+02,1.350925163140345830e+02,2.799875017485464923e+02
1.317251942745497217e+02,1.433822587707109051e+02,2.896410606782155810e+02
1.359818624357139925e+02,1.518509372721600812e+02,2.988894983466161648e+02
1.395913732468034141e+02,1.593302849726023851e+02,3.078620635054830927e+02
1.442086571680410998e+02,1.670368845594348386e+02,3.166697147159866290e+02
1.486541684609401273e+02,1.745913732019107556e+02,3.250725497528328560e+02
1.530161560370761435e+02,1.821169027896685293e+02,3.338992529418319464e+02
1.580170705422642641e+02,1.903069653570128139e+02,3.425953357767284615e+02
1.631700959823938319e+02,1.986076816939457785e+02,3.514686784782679752e+02
1.682318243778718170e+02,2.077913427132152719e+02,3.596095105808490189e+02
1.740321597126894630e+02,2.164206675673776772e+02,3.679468066818953957e+02
1.796895290231186664e+02,2.257340342771203723e+02,3.763645782840321772e+02
1.854670019721525023e+02,2.339867396922636544e+02,3.850246911112335511e+02
1.919987806802819250e+02,2.429620483840844827e+02,3.927518667734839255e+02
1.986669714321615174e+02,2.516898337575985352e+02,4.007879893529607216e+02
2.050163084466767032e+02,2.608619111239968333e+02,4.091569879513699561e+02
2.115668342390563339e+02,2.698358480288734427e+02,4.163144335847755428e+02
2.187692424694396323e+02,2.785406187473272439e+02,4.231903670575557044e+02
2.257098002975690179e+02,2.872188689337053802e+02,4.302203929460665677e+02
2.336174362827878213e+02,2.963955187665851554e+02,4.354865108595549827e+02
2.408954427241842495e+02,3.049798810018546646e+02,4.413206824687513290e+02
2.485453436657844577e+02,3.134106079700286500e+02,4.462801399418531219e+02
2.565195853970944881e+02,3.223975002488004975e+02,4.505046483928599628e+02
2.647475994502310641e+02,3.305002284559304826e+02,4.539001673152233707e+02
2.729068739145150175e+02,3.380381038652703864e+02,4.559961892268765951e+02
2.810588323760894127e+02,3.443368387603113661e+02,4.572862365218752529e+02
2.894200578370073345e+02,3.500068584277178161e+02,4.579858249312092084e+02
2.973982623266056180e+02,3.552837981376505923e+02,4.576639228397107217e+02
3.049013868958136300e+02,3.591284863459004555e+02,4.564747749657981331e+02
3.127137631209625397e+02,3.622847124916588655e+02,4.542554485492437379e+02
3.198823349442100152e+02,3.662563631525990786e+02,4.511925007070967695e+02
3.265819233125075698e+02,3.686279527903388953e+02,4.470487727469590027e+02
3.331027281622227747e+02,3.702964485846314346e+02,4.425928971110552084e+02
3.386178934285562718e+02,3.720766650279983878e+02,4.377084283432195662e+02
3.444578568478900706e+02,3.737550676692480920e+02,4.314548084612615639e+02
3.489679926671087742e+02,3.741617128189100185e+02,4.252299950793531025e+02
3.538036883551249048e+02,3.745985366120294202e+02,4.187393687288858928e+02
3.570333789213182172e+02,3.748201491568179335e+02,4.121137018855661154e+02
3.601694861501891864e+02,3.737757961128081661e+02,4.050053343766485341e+02
3.621205607035371941e+02,3.735544884408445796e+02,3.974782805629511131e+02
3.633603107824019389e+02,3.724509981569135562e+02,3.896834320779307745e+02
3.642025603529473301e+02,3.706907482029491803e+02,3.816860233426850755e+02
3.646523394400574034e+02,3.696479192396946019e+02,3.737332721484999638e+02
3.644625817865598947e+02,3.678715133582591079e+02,3.662498092614405323e+02
3.638212161600677064e+02,3.670219477176433429e+02,3.588379818213579711e+02
3.632754152317065746e+02,3.661938727337110322e+02,3.511454045589780435e+02
