6.833729613301693462e+01,6.762566681570024230e+01,7.521368694872944616e+01
2.945084590226178989e+01,2.123289132954960223e+01,1.539125130890170112e+01
2.843743328050186392e+01,2.112833406530262437e+01,3.343590913711523172e+01
3.808520042379677761e+01,3.130041148813324980e+01,3.335604328074259683e+01
4.414738608483457938e+01,3.794010059365245979e+01,4.034308793567470275e+01
4.811354975255380850e+01,4.007224499102449045e+01,4.126733728176623117e+01
5.359228774018993136e+01,4.494436821671843063e+01,4.293949092253751587e+01
5.729111417206877377e+01,5.110867243511893321e+01,4.928166436700848863e+01
6.290778839100676123e+01,5.524798046000069007e+01,5.355281206005020067e+01
6.814525232433516067e+01,6.006492916402930859e+01,6.020576131407869980e+01
7.325590609507344197e+01,6.649748511964571662e+01,6.336762688714952674e+01
7.683279989544826094e+01,7.168221306313353125e+01,6.789346136691165157e+01
7.927526290180685464e+01,7.739368999442376662e+01,7.125895440776366740e+01
8.215211093171092216e+01,8.138302086926705670e+01,7.431854902242776006e+01
8.500609667577373330e+01,8.496921202204248402e+01,7.854884928002138622e+01
8.719646392807771917e+01,8.870690441636543255e+01,8.209282125548634212e+01
8.875247680167376529e+01,9.203063552384264767e+01,8.588980342404101975e+01
9.125986887099861633e+01,9.513351623507332988e+01,8.894223441535723396e+01
9.396418230650306214e+01,9.812741959281265736e+01,9.237372354172111955e+01
9.753467461133550387e+01,1.003199207681755070e+02,9.500472487248771358e+01
1.008225880392128602e+02,1.025255296725081280e+02,9.856470055726822466e+01
1.042042371877614642e+02,1.045304069498233730e+02,1.018675507031875895e+02
1.076849566374585265e+02,1.070182898698258214e+02,1.045531169534515357e+02
1.105046487260988215e+02,1.097291571423702408e+02,1.068803536298655672e+02
1.140164608766208403e+02,1.124770614293811377e+02,1.093776863796374528e+02
1.173136716987064574e+02,1.153276939943752950e+02,1.124392623980238568e+02
1.202600213688565418e+02,1.177024844044062775e+02,1.151615607857529540e+02
1.234141137450787937e+02,1.203462886680063093e+02,1.181883859188528731e+02
1.265630239914025879e+02,1.225608901341183810e+02,1.206470050587668084e+02
1.293202255698415684e+02,1.257733577677136054e+02,1.234362140141602140e+02
1.321664380441798130e+02,1.294401768535171868e+02,1.261572931388363941e+02
1.345505259008932626e+02,1.336089010907744523e+02,1.286997409616451478e+02
1.365622618177294498e+02,1.380583752256789012e+02,1.321214754474931397e+02
1.385971650750725530e+02,1.419704313393158372e+02,1.356338972771773115e+02
1.404933699545363197e+02,1.457515622993960278e+02,1.394607529721397441e+02
1.419545801010244759e+02,1.481342784163716715e+02,1.441137022324692225e+02
1.434349947368755238e+02,1.504441396878246451e+02,1.486122542305092793e+02
