4.483610000000000000e+05,4.436920000000000000e+05,4.934770000000000000e+05
1.932270000000000000e+05,1.393090000000000000e+05,1.009820000000000000e+05
1.865780000000000000e+05,1.386230000000000000e+05,2.193730000000000000e+05
2.498770000000000000e+05,2.053620000000000000e+05,2.188490000000000000e+05
2.896510000000000000e+05,2.489250000000000000e+05,2.646910000000000000e+05
3.156730000000000000e+05,2.629140000000000000e+05,2.707550000000000000e+05
3.516190000000000000e+05,2.948800000000000000e+05,2.817260000000000000e+05
3.758870000000000000e+05,3.353240000000000000e+05,3.233370000000000000e+05
4.127380000000000000e+05,3.624820000000000000e+05,3.513600000000000000e+05
4.471010000000000000e+05,3.940860000000000000e+05,3.950100000000000000e+05
4.806320000000000000e+05,4.362900000000000000e+05,4.157550000000000000e+05
5.041000000000000000e+05,4.703070000000000000e+05,4.454490000000000000e+05
5.201250000000000000e+05,5.077800000000000000e+05,4.675300000000000000e+05
5.390000000000000000e+05,5.339540000000000000e+05,4.876040000000000000e+05
5.577250000000000000e+05,5.574830000000000000e+05,5.153590000000000000e+05
5.720960000000000000e+05,5.820060000000000000e+05,5.386110000000000000e+05
5.823050000000000000e+05,6.038130000000000000e+05,5.635230000000000000e+05
5.987560000000000000e+05,6.241710000000000000e+05,5.835500000000000000e+05
6.164990000000000000e+05,6.438140000000000000e+05,6.060640000000000000e+05
6.399250000000000000e+05,6.581990000000000000e+05,6.233260000000000000e+05
6.614970000000000000e+05,6.726700000000000000e+05,6.466830000000000000e+05
6.836840000000000000e+05,6.858240000000000000e+05,6.683530000000000000e+05
7.065210000000000000e+05,7.021470000000000000e+05,6.859730000000000000e+05
7.250210000000000000e+05,7.199330000000000000e+05,7.012420000000000000e+05
7.480620000000000000e+05,7.379620000000000000e+05,7.176270000000000000e+05
7.696950000000000000e+05,7.566650000000000000e+05,7.377140000000000000e+05
7.890260000000000000e+05,7.722460000000000000e+05,7.555750000000000000e+05
8.097200000000000000e+05,7.895920000000000000e+05,7.754340000000000000e+05
8.303800000000000000e+05,8.041220000000000000e+05,7.915650000000000000e+05
8.484700000000000000e+05,8.251990000000000000e+05,8.098650000000000000e+05
8.671440000000000000e+05,8.492570000000000000e+05,8.277180000000000000e+05
8.827860000000000000e+05,8.766080000000000000e+05,8.443990000000000000e+05
8.959850000000000000e+05,9.058010000000000000e+05,8.668490000000000000e+05
9.093360000000000000e+05,9.314680000000000000e+05,8.898940000000000000e+05
9.217770000000000000e+05,9.562760000000000000e+05,9.150020000000000000e+05
